trabalhoCompletoEmCongresso	2012		Uma disciplina interdisciplinar em turmas de graduação: História, Letras e Pedagogia	II Congrersso Internacional da RIAICES	SANTOS, N. M. W.; ROSA, LUCIA ; Alves, Claudia A	Qualis nao identificado	II Congrersso Internacional da RIAICES
trabalhoCompletoEmCongresso	2012		Aplicações e Estratégias de T-Governo no Poder Judiciário	41 JAIIO - Jornadas Argentinas de Informática	SANTOS, P. M ; FERREIRA, M. V. A. S ; ROVER, Aires José ; BRAGA, M de M	Qualis nao identificado	41 JAIIO - Jornadas Argentinas de Informática
trabalhoCompletoEmCongresso	2012		Notas sobre a institucionalização da Arquivologia no Brasil	Encontro Nacional de Pesquisa em Ciência da Informação	SANTOS, P. R. E	Qualis nao identificado	Encontro Nacional de Pesquisa em Ciência da Informação
trabalhoCompletoEmCongresso	2012		Entre acervos, edição e crítica filológica	XVI CONGRESSO NACIONAL DE LINGUÍSTICA E FILOLOGIA	SANTOS, R. B	Qualis nao identificado	XVI CONGRESSO NACIONAL DE LINGUÍSTICA E FILOLOGIA
trabalhoCompletoEmCongresso	2012		História e memória do movimento de professores guarani-kaiowá de MS	II Encontro de Pós-Doutorandos da FEUSP	SANTOS, Reinaldo dos	Qualis nao identificado	II Encontro de Pós-Doutorandos da FEUSP
trabalhoCompletoEmCongresso	2012		EDUCAÇÃO, TICs E INCLUSÃO/EXCLUSÃO: o papel da escola na formação para o uso social das tecnologias	XIV Simposio Internacional Processos Civilizadores	SANTOS, Reinaldo dos	Qualis nao identificado	XIV Simposio Internacional Processos Civilizadores
trabalhoCompletoEmCongresso	2012		História da expansão do ensino superior na UFMS	XIV Simpósio Internacional Processos Civilizadores	SANTOS, Reinaldo dos; LANGER, A.	Qualis nao identificado	XIV Simpósio Internacional Processos Civilizadores
trabalhoCompletoEmCongresso	2012		A configuração da Acessibilidade Televisiva para pessoas com deficiência auditiva por meio de legendas e Janela de LIBRAS no município de Dourados -MS	V Congresso Brasileiro de Educação Especial e VII Encontro dos Pesquisadores da Educação Especial	SANTOS, Reinaldo dos; NASCIMENTO, G. V. S.	Qualis nao identificado	V Congresso Brasileiro de Educação Especial e VII Encontro dos Pesquisadores da Educação Especial
trabalhoCompletoEmCongresso	2012		EDUCAÇÃO, INCLUSÃO E TICS: O USO DE TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO COMO RECURSO PARA INCLUSÃO DE DEFICIENTES AUDITIVOS	VI CONGRESSO BRASILEIRO MULTIDISCIPLINAR DE EDUCAÇÃO ESPECIAL	SANTOS, Reinaldo dos; NASCIMENTO, G. V. S.	Qualis nao identificado	VI CONGRESSO BRASILEIRO MULTIDISCIPLINAR DE EDUCAÇÃO ESPECIAL
trabalhoCompletoEmCongresso	2012		Família e Escola	XIV Simpósio Internacional Processos Civilizadores	SANTOS, Reinaldo dos; SALLES, G.	Qualis nao identificado	XIV Simpósio Internacional Processos Civilizadores
trabalhoCompletoEmCongresso	2012		Civilizing process and political struggle: Violence, emotional control and political	The Second ISA Forum of Sociology	SANTOS, Reinaldo dos; SARAT, Magda	Qualis nao identificado	The Second ISA Forum of Sociology
trabalhoCompletoEmCongresso	2012		Políticas sociales y políticas educativas	JORNADAS INTERNACIONALES ?SOCIEDADES CONTEMPORÁNEAS	SARAT, Magda ; SANTOS, Reinaldo dos	Qualis nao identificado	JORNADAS INTERNACIONALES ?SOCIEDADES CONTEMPORÁNEAS
trabalhoCompletoEmCongresso	2012		Um Modelo de Otimização para o Problema de Dimensionamento e Programação de Lotes de Produção em Máquina Única	XVI CLAIO / XLIV SBPO - XVI Latin-Ibero_american Conference on Operations Research and XLIV Brazilian Symposium on Operations Research	SCALCON, C. G. ; ARAÚJO, Olinto César Bassi de ; MÜLLER, F. M. ; FAMPA, M.H.C.	Qualis nao identificado	XVI CLAIO / XLIV SBPO - XVI Latin-Ibero_american Conference on Operations Research and XLIV Brazilian Symposium on Operations Research
trabalhoCompletoEmCongresso	2012		CONSTRUÇÃO DE GÊNERO E SEXUALIDADE: A VEZ DOS RAPAZES NA EDUCAÇÃO INFANTIL	IX Seminário Internacional de la RED ESTRADO	Schindhelm, Virginia Georg ; HORA, D. M.	Qualis nao identificado	IX Seminário Internacional de la RED ESTRADO
trabalhoCompletoEmCongresso	2012		Sexualidade infantil como aprendizagens narrativas no currículo da escola	XIX Colóquio da Secção Portuguesa da AFIRSE	Schindhelm, Virginia Georg ; HORA, D. M.	Qualis nao identificado	XIX Colóquio da Secção Portuguesa da AFIRSE
trabalhoCompletoEmCongresso	2012		Characterization of Acrylic and Vinyl Resins by Pyrolysis-Gas Chromatography/Mass Spectrometry (Py-Gc/Ms) Application to Modern Art Conservation	36th International Symposium on Capillary Chromatography and 9th GCxGC Symposium	SCHOSSLER, PATRICIA ; FIGUEIREDO JÚNIOR, João Cura D'ars de ; FORTES, ISABEL ; CARAZZA, F. ; Souza, Luiz Antonio Cruz	Qualis nao identificado	36th International Symposium on Capillary Chromatography and 9th GCxGC Symposium
trabalhoCompletoEmCongresso	2012		PRESERVAÇÃO DIGITAL: GARANTIA DE ACESSO ÀS INFORMAÇÕES DO PODER JUDICIÁRIO	CONGRESSO INTERNACIONAL INTERDISCIPLINAR EM SOCIAIS E HUMANIDADES	SCHWAITZER, L. B. S	Qualis nao identificado	CONGRESSO INTERNACIONAL INTERDISCIPLINAR EM SOCIAIS E HUMANIDADES
trabalhoCompletoEmCongresso	2012		NOÇÕES DE ARQUIVO PARA SERVIDORES DAS INSTITUIÇÕES FEDERAIS DE ENSINO (IFES) ATRAVÉS DA CAPACITAÇÃO EM AMBIENTE VIRTUAL DE ENSINO APRENDIZAGEM (AVEA)	I Seminário Diálogos em Educação a Distância e XI Encontro para ações em EaD na Furg	SCHWARZBOLD, Karin Christine; Godoi, Gleidson Lavoura	Qualis nao identificado	I Seminário Diálogos em Educação a Distância e XI Encontro para ações em EaD na Furg
trabalhoCompletoEmCongresso	2012		MEDIDAS DE CONSERVAÇÃO PREVENTIVA NO ACERVO DOCUMENTAL DA FURG COMO FORMA DE PRESERVAÇÃO DA MEMÓRIA INSTITUCIONAL	XI Encontro Estadual de História	SCHWARZBOLD, Karin Christine; VIERO, T. V.	Qualis nao identificado	XI Encontro Estadual de História
trabalhoCompletoEmCongresso	2012		HOLISTIC VISION OF SUSTAINABILITY IN THE PRODUCTION CHAIN IN OIL EXPLORATION PRE-SALT LAYER	IFIP - APMS Advances in Production Management Systems	SILVA, A. L. ; CARNIELLO, M. F. ; SILVA, J. L. G.	Qualis nao identificado	IFIP - APMS Advances in Production Management Systems
trabalhoCompletoEmCongresso	2012		O Superior Tribunal Militar, o Ato Institucional nº 5 e o instituto do habeas corpus	36º Encontro Anual da Anpocs	SILVA, Angela Moreira Domingues da	Qualis nao identificado	36º Encontro Anual da Anpocs
trabalhoCompletoEmCongresso	2012		As mudanças no mundo do trabalho e entendimento sobre qualidade de vida no ambiente organizacional	XIX Simpósio de Engenharia de Produção	SILVA, D. D. M. ; LOPES, Luis Felipe Dias	Qualis nao identificado	XIX Simpósio de Engenharia de Produção
trabalhoCompletoEmCongresso	2012		Qualidade de Vida no Trabalho: evoluções, modelos e percepções do ambiente organizacional	II Congresso Brasileiro de Engenharia de Produção	SILVA, D. D. M. ; LOPES, Luis Felipe Dias	Qualis nao identificado	II Congresso Brasileiro de Engenharia de Produção
trabalhoCompletoEmCongresso	2012		A embalagem como fator determinante de compra	XII SEPROSUL - Semana de la Ingeniería de Producción Sudamericana	SILVA, D. D. M. ; LOPES, Luis Felipe Dias ; MARTINS, A. C. C.	Qualis nao identificado	XII SEPROSUL - Semana de la Ingeniería de Producción Sudamericana
trabalhoCompletoEmCongresso	2012		A importância da embalagem na decisão de compra dos consumidores	II Congresso Brasileiro de Engenharia de Produção	SILVA, D. D. M. ; LOPES, Luis Felipe Dias ; MARTINS, A. C. C.	Qualis nao identificado	II Congresso Brasileiro de Engenharia de Produção
trabalhoCompletoEmCongresso	2012		MEMÓRIA E DISCURSO DOS ARQUIVISTAS BRASILEIROS NA DÉCADA DE 1970	ENCONTRO NACIONAL DE PESQUISA EM CIÊNCIA DA INFORMAÇÃO	SILVA, Eliezer Pires; Evelyn Goyannes Dill Orrico	Qualis nao identificado	ENCONTRO NACIONAL DE PESQUISA EM CIÊNCIA DA INFORMAÇÃO
trabalhoCompletoEmCongresso	2012		Atores acadêmicos da Arquivologia no Brasil	V Congresso Nacional de Arquivologia	SILVA, Eliezer Pires; FONSECA, N. S. ; MARTINS, T. T.	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		A. S. INTERLOCUÇÕES ENTRE ARQUIVOLOGIA E MUSEOLOGIA: O ARQUIVO-MUSEU DE LITERATURA BRASILEIRA E SUA MISSÃO	II Congresso Internacional de Museologia	SILVA, L	Qualis nao identificado	II Congresso Internacional de Museologia
trabalhoCompletoEmCongresso	2012		Documentação audiovisual: desafios e perspectivas em ambiente de arquivo	V Congresso Nacional de Arquivologia	SILVA, L. A. S; CARVALHO, T. C.	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		Alinhamento Estratégico e Automação de Processos de Negócios utilizando Tecnologia e Arquitetura de Suite BPMS: Implementação em Folha de Pagamento	9th CONTECSI International Conference on Information Systems and Technology Management - FEA - USP	SILVA, Marcos Antônio da ; ZAIDAN, Fernando Hadad	B5	International Conference on Information Systems and Technology Management
trabalhoCompletoEmCongresso	2012		LEI DE ACESSO: a experiência da UFRGS	V Congresso Nacional de Arquivologia	SILVA, R. C. P. ; CONRADO, F. H.	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		As contribuições da Web Semântica para a Catalogação: arquiteturas de metadados e FRBR em foco	XIII Encontro Nacional de Pesquisa em Ciência da Informação	SILVA, R. E. ; SANTOS, P. L. V. A. C.	Qualis nao identificado	XIII Encontro Nacional de Pesquisa em Ciência da Informação
trabalhoCompletoEmCongresso	2012		A Informação como objeto enunciativo da Ciência da Informação	XIII Encontro Nacional de Pesquisa em Ciência da Informação	SILVA, S. D. ; Loureiro, José Mauro M.	Qualis nao identificado	XIII Encontro Nacional de Pesquisa em Ciência da Informação
trabalhoCompletoEmCongresso	2012		A experiência desenvolvida no campo da educação à distância: Universidade Estadual de Montes Claros e o curso de história. Um estudo de caso	XVIII Encontro Regional:Dimensões do poder na História	SILVA, S. L. ; CORDEIRO, F. L.	Qualis nao identificado	XVIII Encontro Regional:Dimensões do poder na História
trabalhoCompletoEmCongresso	2012		O papel do arquivista no processo de disseminação do conhecimento arquivístico: a experiência da Assembleia Legislativa do Estado de Minas Gerais no treinamento, conscientização e ensino de práticas e políticas arquivísticas	V Congresso Nacional de Arquivologia	SILVA, W. A.; ASSIS, W. L.	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		Uma investigação sobre a disciplina de Descrição Arquivística ofertada nos diferentes cursos de Arquivologia do Brasil	V Congresso Nacional de Arquivologia	SILVEIRA, T. P. ; BERTOTTI, Valéria Raquel	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		Metadados para a representação da imagem digital	I ENACAT - Encontro Nacional de Catalogadores e III EEPC Encontro de Estudos e Pesquisas em Catalogação	SIMIONATO, A. C. ; SANTOS, P. L. V. A. C.	Qualis nao identificado	I ENACAT - Encontro Nacional de Catalogadores e III EEPC Encontro de Estudos e Pesquisas em Catalogação
trabalhoCompletoEmCongresso	2012		Edição e história nacional: os livros do Arquivo Nacional do Brasil (1886-1922)	Escola São Paulo de Estudos Avançados em Globalização da Cultura no Século XIX	SIMÕES, Mariana	Qualis nao identificado	Escola São Paulo de Estudos Avançados em Globalização da Cultura no Século XIX
trabalhoCompletoEmCongresso	2012		Fotografias do CHCP: políticas arquivisticas para a preservação e difusão da memória	V Congresso Nacional de Arquivologia	SKREBSKY, M. C. S. ; BLAYA PEREZ, Carlos	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		A informação no museu: não basta organizar, ainda é preciso preservar e comunicar!	II Seminário Serviços de Informação em Museus	SMIT, J. W	Qualis nao identificado	II Seminário Serviços de Informação em Museus
trabalhoCompletoEmCongresso	2012		Análise do Módulo Arquivo do Sistema Pergamum	V Congresso Nacional de Arquivologia	SOARES, Ana Paula Alves	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		Documentação de fé: Reflexões sobre ex-votos e a Sala das Promessas dp Santuário de Nossa Senhora de Aparecida	XIII Enancib	SOUZA, Bianca Gonçalves de ; MURGUIA, Eduardo Ismael	Qualis nao identificado	XIII Enancib
trabalhoCompletoEmCongresso	2012		Dimensões Integradoras do ensino e pesquisa de ética profissional em Biblioteconomia e Ciência da Informação no Brasil: um olhar a partir da UFSC e da UNESP-Marília	IX Encuentro de Directores y VIII de Docentes de Escuelas de Bibliotecología y Ciencia de la Información del Mercosur - Montevideo	SOUZA, F.das C. ; GUIMARÃES, J.A.C.	Qualis nao identificado	IX Encuentro de Directores y VIII de Docentes de Escuelas de Bibliotecología y Ciencia de la Información del Mercosur - Montevideo
trabalhoCompletoEmCongresso	2012		Trabalho Policial, Violação dos Direitos Humanos e as Respostas da Corregedoria	XV CISO - Encontro Norte e Nordeste de Ciências Sociais / Pré-Alas Brasil	SOUZA, J. L. C.; REIS, J. F. G.	Qualis nao identificado	XV CISO - Encontro Norte e Nordeste de Ciências Sociais / Pré-Alas Brasil
trabalhoCompletoEmCongresso	2012		Cultura Policial e Direitos Humanos: contradições e conflitos da Polícia Militar do Pará	3º Encontro da Região Norte da Sociedade Brasileira de Sociologia	SOUZA, J. L. C.; REIS, J. F. G.	Qualis nao identificado	3º Encontro da Região Norte da Sociedade Brasileira de Sociologia
trabalhoCompletoEmCongresso	2012		Universo de Ciência e Tecnologia: organização e representação em classificações do conhecimento	XIII Encontro Nacional de Pesquisa em Ciência da Informação.	SOUZA, R. F	Qualis nao identificado	XIII Encontro Nacional de Pesquisa em Ciência da Informação.
trabalhoCompletoEmCongresso	2012		Assessoria de Segurança e Informação - ASI/UFF no espaço de significação universitário:uma célula do poder do Serviço Nacional de Informação de 1964 a 1985	Colóquio Internacional O Colapso das Ditaduras	SOUZA, Rosale de Mattos	Qualis nao identificado	Colóquio Internacional O Colapso das Ditaduras
trabalhoCompletoEmCongresso	2012		Princípios Científicos da Classificação e Contribuições ao Plano de Classificação de Atividades- Fim das Instituições Federais de Ensino Superior - IFES	V CONGRESSO NACIONAL DE ARQUIVOLOGIA	SOUZA, Rosale de Mattos ; AGUIAR, Andressa Furtado S. ; BRANCO, G. S.	Qualis nao identificado	V CONGRESSO NACIONAL DE ARQUIVOLOGIA
trabalhoCompletoEmCongresso	2012		A Coordenação de Arquivos da UFF: um processo arquivístico de Revitalização e Modernização	V CONGRESSO NACIONAL DE ARQUIVOLOGIA	SOUZA, Rosale de Mattos; FAGUNDES, J. M. ; BAHIA, B. ; GARCEZ, I. ; VAQUEIRO, P. S.	Qualis nao identificado	V CONGRESSO NACIONAL DE ARQUIVOLOGIA
trabalhoCompletoEmCongresso	2012		HABILIDADES E COMPETÊNCIAS NECESSÁRIAS PARA UM PROFISSIONAL DA ÁREA DA INFORMAÇÃO EM UM LABORATÓRIO DE PESQUISAS ESPACIAIS NA REGIÃO DO VALE DO PARAÍBA	Congresso Nacional de Excelência em Gestão	Furquim, V.; Inocente, Nancy Julieta ; Carniello, M.F.	Qualis nao identificado	Congresso Nacional de Excelência em Gestão
trabalhoCompletoEmCongresso	2012		Matheuristics for the Capacitated p-median Problem	Matheuristics'2012 - Fourth International Workshop on Model-Based Heuristics	STEFANELLO, F. ; ARAÚJO, Olinto César Bassi de ; MÜLLER, F. M.	Qualis nao identificado	Matheuristics'2012 - Fourth International Workshop on Model-Based Heuristics
trabalhoCompletoEmCongresso	2012		Redes Sociais e a produção acadêmica nas principais revistas de Administração no período de 2001 a 2011	VI Encontro Nacional de Pesquisadores em Gestão Social	STEFANI, M. T. ; LIMA, C. M. P. ; DOURADO, J. R. S. ; MARTINS, E. B. ; JUNQUEIRA, Luciano A. Prates	Qualis nao identificado	VI Encontro Nacional de Pesquisadores em Gestão Social
trabalhoCompletoEmCongresso	2012		Políticas de Acesso e Preservação de Coleções Fotográficas de Negativos de Vidro: Quando o Patrimônio é uma Imagem que Quebra!	V Congresso Nacional de Arquivologia	STROHSCHOEN, Cristina; BLAYA PEREZ, Carlos	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		Preservação de Acervos, Marmorização de Papel e Inclusão Social	V Congresso Nacional de Arquivologia	STROHSCHOEN, Cristina; PACHECO, L. S. ; CASTANHO, D. M.	Qualis nao identificado	V Congresso Nacional de Arquivologia
trabalhoCompletoEmCongresso	2012		Violência Doméstica Contra Crianças: um estudo sobre os bairros da cidade de Santa Maria, RS	Interfaces no Fazer Piscológico: Direitos Humanos	STUKER, Paola ; SANDALOWSKI, M. C. ; BEVILAQUA, V. ; Maia, Gabriela F.	Qualis nao identificado	Interfaces no Fazer Piscológico: Direitos Humanos
trabalhoCompletoEmCongresso	2012		Repositórios institucionais brasileiros: entre o sonho e a realidade	CONFERENCIA INTERNACIONAL ?ACCESO ABIERTO	TARGINO, M. G. ; GARCIA, J. C. R. ; PAIVA, M. J. R.	Qualis nao identificado	CONFERENCIA INTERNACIONAL ?ACCESO ABIERTO
trabalhoCompletoEmCongresso	2012		O processo de qualificação técnica em gestão da informação arquivística na Universidade Federal Rural do Semi-Árido a partir da capacitação de servidores	V Congresso Nacional de Arquivologia - CNA	TEIXEIRA, Marcela Gonçalves ; FLORES, D.	Qualis nao identificado	V Congresso Nacional de Arquivologia - CNA
trabalhoCompletoEmCongresso	2012		Uma extensão do Eclipse para auxiliar na refatoração de código sequencial em código paralelo com OpenMP	Workshop de Software Livre	TIETZMANN, D. K. ; CHARAO, A. S. ; BEAL JUNIOR, J. C.	Qualis nao identificado	Workshop de Software Livre
